Timestamp [h],BATT_004_OCV_V_100-SOC
0,4.177
0.0166666666666667,4.174
0.0333333333333333,4.173977
0.05,4.173
0.0666666666666667,4.173
0.0833333333333333,4.173
0.1,4.172902
0.116666666666667,4.17288
0.133333333333333,4.172
0.15,4.172
0.166666666666667,4.171847
0.183333333333333,4.172
0.2,4.172
0.216666666666667,4.171212
0.233333333333333,4.171768
0.25,4.171
0.266666666666667,4.171257
0.283333333333333,4.171
0.3,4.171
0.316666666666667,4.171
0.333333333333333,4.171
0.35,4.171
0.366666666666667,4.170327
0.383333333333333,4.170656
0.4,4.171
0.416666666666667,4.170379
0.433333333333333,4.17
0.45,4.17
0.466666666666667,4.17
0.483333333333333,4.17
0.5,4.17
0.516666666666667,4.17
0.533333333333333,4.17
0.55,4.17
0.566666666666667,4.17
0.583333333333333,4.17
0.6,4.17
0.616666666666667,4.17
0.633333333333333,4.17
0.65,4.17
0.666666666666667,4.169379
0.683333333333333,4.169363
0.7,4.169651
0.716666666666667,4.169
0.733333333333333,4.169
0.75,4.169686
0.766666666666667,4.169
0.783333333333333,4.169
0.8,4.169
0.816666666666667,4.169
0.833333333333333,4.169
0.85,4.169
0.866666666666667,4.169
0.883333333333333,4.169
0.9,4.169
0.916666666666667,4.169
0.933333333333333,4.169
0.95,4.169
0.966666666666667,4.169
0.983333333333333,4.168898
1,4.168085
1.01666666666667,4.168068
1.03333333333333,4.169
1.05,4.169
1.06666666666667,4.168
1.08333333333333,4.168006
1.1,4.168978
1.11666666666667,4.168
1.13333333333333,4.168945
1.15,4.168
1.16666666666667,4.168
1.18333333333333,4.168
1.2,4.168887
1.21666666666667,4.168
1.23333333333333,4.168
1.25,4.168
1.26666666666667,4.168826
1.28333333333333,4.168
1.3,4.168
1.31666666666667,4.168
1.33333333333333,4.168
1.35,4.168
1.36666666666667,4.168
1.38333333333333,4.168
1.4,4.168
1.41666666666667,4.168
1.43333333333333,4.168
1.45,4.16736
1.46666666666667,4.167378
1.48333333333333,4.167393
1.5,4.168
1.51666666666667,4.167418
1.53333333333333,4.167563
1.55,4.167453
1.56666666666667,4.168
1.58333333333333,4.168
1.6,4.168
1.61666666666667,4.168
1.63333333333333,4.167532
1.65,4.168
1.66666666666667,4.167436
1.68333333333333,4.167
1.7,4.167411
1.71666666666667,4.1674
1.73333333333333,4.167
1.75,4.167
1.76666666666667,4.167
1.78333333333333,4.167
1.8,4.167
1.81666666666667,4.167
1.83333333333333,4.167
1.85,4.167
1.86666666666667,4.167
1.88333333333333,4.167
1.9,4.167
1.91666666666667,4.167
1.93333333333333,4.167815
1.95,4.167
1.96666666666667,4.167
1.98333333333333,4.167
2,4.167
2.01666666666667,4.167
2.03333333333333,4.167
2.05,4.167
2.06666666666667,4.167
2.08333333333333,4.166063
2.1,4.167
2.11666666666667,4.167
2.13333333333333,4.166985
2.15,4.167
2.16666666666667,4.167
2.18333333333333,4.167
2.2,4.167
2.21666666666667,4.167
2.23333333333333,4.167
2.25,4.166104
2.26666666666667,4.166
2.28333333333333,4.166
2.3,4.166856
2.31666666666667,4.166845
2.33333333333333,4.166171
2.35,4.166186
2.36666666666667,4.166201
2.38333333333333,4.16679
2.4,4.166
2.41666666666667,4.166761
2.43333333333333,4.166265
2.45,4.166
2.46666666666667,4.166
2.48333333333333,4.166
2.5,4.166
2.51666666666667,4.166
2.53333333333333,4.166
2.55,4.166616
2.56666666666667,4.166
2.58333333333333,4.166
2.6,4.166
2.61666666666667,4.166
2.63333333333333,4.166
2.65,4.166
2.66666666666667,4.166
2.68333333333333,4.166
2.7,4.166
2.71666666666667,4.166
2.73333333333333,4.166
2.75,4.166
2.76666666666667,4.166
2.78333333333333,4.166
2.8,4.166
2.81666666666667,4.166
2.83333333333333,4.166
2.85,4.166
2.86666666666667,4.166
2.88333333333333,4.166
2.9,4.166
2.91666666666667,4.166
2.93333333333333,4.166
2.95,4.166
2.96666666666667,4.166
2.98333333333333,4.166
3,4.166
3.01666666666667,4.166
3.03333333333333,4.166
3.05,4.166
3.06666666666667,4.166
3.08333333333333,4.166
3.1,4.166
3.11666666666667,4.166
3.13333333333333,4.166
3.15,4.166
3.16666666666667,4.166
3.18333333333333,4.166
3.2,4.166
3.21666666666667,4.166
3.23333333333333,4.166
3.25,4.165979
3.26666666666667,4.166
3.28333333333333,4.166
3.3,4.166
3.31666666666667,4.166
3.33333333333333,4.166
3.35,4.166
3.36666666666667,4.166
3.38333333333333,4.166
3.4,4.166
3.41666666666667,4.166
3.43333333333333,4.165795
3.45,4.166
3.46666666666667,4.165235
3.48333333333333,4.165247
3.5,4.165259
3.51666666666667,4.165272
3.53333333333333,4.165281
3.55,4.165289
3.56666666666667,4.165701
3.58333333333333,4.166
3.6,4.165676
3.61666666666667,4.165
3.63333333333333,4.165
3.65,4.165
3.66666666666667,4.165
3.68333333333333,4.166
3.7,4.165
3.71666666666667,4.165
3.73333333333333,4.165
3.75,4.165
3.76666666666667,4.165477
3.78333333333333,4.165
3.8,4.165491
3.81666666666667,4.165524
3.83333333333333,4.165
3.85,4.165
3.86666666666667,4.165
3.88333333333333,4.16542
3.9,4.165
3.91666666666667,4.165
3.93333333333333,4.165
3.95,4.165645
3.96666666666667,4.165
3.98333333333333,4.165
4,4.165
4.01666666666667,4.165
4.03333333333333,4.165
4.05,4.165
4.06666666666667,4.165248
4.08333333333333,4.165
4.1,4.165
4.11666666666667,4.165
4.13333333333333,4.165
4.15,4.165
4.16666666666667,4.165
4.18333333333333,4.165
4.2,4.165
4.21666666666667,4.165
4.23333333333333,4.165
4.25,4.165
4.26666666666667,4.165
4.28333333333333,4.165
4.3,4.165
4.31666666666667,4.165
4.33333333333333,4.165
4.35,4.165
4.36666666666667,4.165
4.38333333333333,4.165
4.4,4.165
4.41666666666667,4.165
4.43333333333333,4.165
4.45,4.165
4.46666666666667,4.165
4.48333333333333,4.164133
4.5,4.165
4.51666666666667,4.165
4.53333333333333,4.165
4.55,4.165
4.56666666666667,4.164222
4.58333333333333,4.165
4.6,4.165
4.61666666666667,4.164281
4.63333333333333,4.165
4.65,4.165
4.66666666666667,4.164672
4.68333333333333,4.165
4.7,4.165
4.71666666666667,4.16462
4.73333333333333,4.165
4.75,4.164592
4.76666666666667,4.165
4.78333333333333,4.164559
4.8,4.16454
4.81666666666667,4.164478
4.83333333333333,4.164494
4.85,4.165
4.86666666666667,4.164
4.88333333333333,4.164543
4.9,4.165
4.91666666666667,4.164565
4.93333333333333,4.164578
4.95,4.164414
4.96666666666667,4.164
4.98333333333333,4.164617
5,4.164628
5.01666666666667,4.164
5.03333333333333,4.164
5.05,4.164322
5.06666666666667,4.164697
5.08333333333333,4.164
5.1,4.164729
5.11666666666667,4.164252
5.13333333333333,4.164232
5.15,4.164
5.16666666666667,4.165
5.18333333333333,4.164
5.2,4.164
5.21666666666667,4.164
5.23333333333333,4.164
5.25,4.164
5.26666666666667,4.164
5.28333333333333,4.164
5.3,4.164
5.31666666666667,4.164
5.33333333333333,4.164051
5.35,4.164
5.36666666666667,4.164
5.38333333333333,4.164
5.4,4.164
5.41666666666667,4.164
5.43333333333333,4.164
5.45,4.164
5.46666666666667,4.164
5.48333333333333,4.164
5.5,4.164
5.51666666666667,4.164135
5.53333333333333,4.164
5.55,4.164
5.56666666666667,4.164
5.58333333333333,4.164
5.6,4.164
5.61666666666667,4.164
5.63333333333333,4.164
5.65,4.164
5.66666666666667,4.164
5.68333333333333,4.164
5.7,4.164
5.71666666666667,4.164
5.73333333333333,4.164
5.75,4.164
5.76666666666667,4.164
5.78333333333333,4.164
5.8,4.164
5.81666666666667,4.164
5.83333333333333,4.164
5.85,4.16359
5.86666666666667,4.164
5.88333333333333,4.164
5.9,4.164
5.91666666666667,4.164
5.93333333333333,4.164
5.95,4.164
5.96666666666667,4.164
5.98333333333333,4.164
6,4.163544
6.01666666666667,4.164
6.03333333333333,4.164
6.05,4.164
6.06666666666667,4.164
6.08333333333333,4.164
6.1,4.164
6.11666666666667,4.164
6.13333333333333,4.164
6.15,4.164
6.16666666666667,4.164
6.18333333333333,4.164
6.2,4.163282
6.21666666666667,4.164
6.23333333333333,4.163253
6.25,4.164
6.26666666666667,4.164
6.28333333333333,4.164
6.3,4.164
6.31666666666667,4.164
6.33333333333333,4.164
6.35,4.164
6.36666666666667,4.164
6.38333333333333,4.163117
6.4,4.164
6.41666666666667,4.164
6.43333333333333,4.163079
6.45,4.164
6.46666666666667,4.164
6.48333333333333,4.164
6.5,4.164
6.51666666666667,4.163004
6.53333333333333,4.164
6.55,4.164
6.56666666666667,4.163962
6.58333333333333,4.164
6.6,4.163067
6.61666666666667,4.164
6.63333333333333,4.164
6.65,4.164
6.66666666666667,4.164
6.68333333333333,4.163138
6.7,4.164
6.71666666666667,4.164
6.73333333333333,4.163817
6.75,4.164
6.76666666666667,4.164
6.78333333333333,4.164
6.8,4.164
6.81666666666667,4.164
6.83333333333333,4.16329
6.85,4.163693
6.86666666666667,4.163688
6.88333333333333,4.163668
6.9,4.16335
6.91666666666667,4.163361
6.93333333333333,4.163628
6.95,4.163613
6.96666666666667,4.164
6.98333333333333,4.163588
7,4.164
7.01666666666667,4.164
7.03333333333333,4.163555
7.05,4.163537
7.06666666666667,4.163
7.08333333333333,4.164
7.1,4.163523
7.11666666666667,4.163541
7.13333333333333,4.163438
7.15,4.163
7.16666666666667,4.163594
7.18333333333333,4.163387
7.2,4.163632
7.21666666666667,4.163643
7.23333333333333,4.163659
7.25,4.163674
7.26666666666667,4.163688
7.28333333333333,4.163714
7.3,4.163733
7.31666666666667,4.163
7.33333333333333,4.163227
7.35,4.163208
7.36666666666667,4.163802
7.38333333333333,4.163186
7.4,4.163
7.41666666666667,4.163
7.43333333333333,4.163861
7.45,4.163
7.46666666666667,4.163
7.48333333333333,4.163
7.5,4.163939
7.51666666666667,4.163958
7.53333333333333,4.163022
7.55,4.163
7.56666666666667,4.163013
7.58333333333333,4.163968
7.6,4.164
7.61666666666667,4.163937
7.63333333333333,4.163
7.65,4.163
7.66666666666667,4.163
7.68333333333333,4.163
7.7,4.163
7.71666666666667,4.163
7.73333333333333,4.163
7.75,4.163
7.76666666666667,4.163244
7.78333333333333,4.163
7.8,4.163709
7.81666666666667,4.163
7.83333333333333,4.163
7.85,4.163
7.86666666666667,4.163
7.88333333333333,4.163
7.9,4.163
7.91666666666667,4.163
7.93333333333333,4.163
7.95,4.163
7.96666666666667,4.163
7.98333333333333,4.163
8,4.163
8.01666666666667,4.163471
8.03333333333333,4.163
8.05,4.163
8.06666666666667,4.163
8.08333333333333,4.163
8.1,4.163
8.11666666666667,4.163
8.13333333333333,4.163
8.15,4.163
8.16666666666667,4.163696
8.18333333333333,4.163
8.2,4.163
8.21666666666667,4.163
8.23333333333333,4.163
8.25,4.163
8.26666666666667,4.163
8.28333333333333,4.163
8.3,4.163
8.31666666666667,4.163
8.33333333333333,4.163
8.35,4.163
8.36666666666667,4.163
8.38333333333333,4.163
8.4,4.163
8.41666666666667,4.163
8.43333333333333,4.163
8.45,4.163
8.46666666666667,4.163
8.48333333333333,4.163
8.5,4.163
8.51666666666667,4.163
8.53333333333333,4.163
8.55,4.163
8.56666666666667,4.163854
8.58333333333333,4.163
8.6,4.163816
8.61666666666667,4.163
8.63333333333333,4.163
8.65,4.163
8.66666666666667,4.163
8.68333333333333,4.163
8.7,4.163
8.71666666666667,4.163
8.73333333333333,4.163
8.75,4.163
8.76666666666667,4.163
8.78333333333333,4.163
8.8,4.163
8.81666666666667,4.163
8.83333333333333,4.163
8.85,4.163
8.86666666666667,4.163
8.88333333333333,4.163
8.9,4.163
8.91666666666667,4.163
8.93333333333333,4.163
8.95,4.163
8.96666666666667,4.163
8.98333333333333,4.163
9,4.163
9.01666666666667,4.163
9.03333333333333,4.163
9.05,4.163
9.06666666666667,4.163
9.08333333333333,4.163
9.1,4.163
9.11666666666667,4.163
9.13333333333333,4.163
9.15,4.163
9.16666666666667,4.163
9.18333333333333,4.163
9.2,4.163
9.21666666666667,4.163
9.23333333333333,4.163
9.25,4.163
9.26666666666667,4.163
9.28333333333333,4.163
9.3,4.163
9.31666666666667,4.163
9.33333333333333,4.163
9.35,4.163
9.36666666666667,4.162
9.38333333333333,4.163
9.4,4.163
9.41666666666667,4.163
9.43333333333333,4.162853
9.45,4.163
9.46666666666667,4.163
9.48333333333333,4.163
9.5,4.163
9.51666666666667,4.162763
9.53333333333333,4.163
9.55,4.163
9.56666666666667,4.163
9.58333333333333,4.163
9.6,4.162675
9.61666666666667,4.163
9.63333333333333,4.163
9.65,4.163
9.66666666666667,4.162401
9.68333333333333,4.163
9.7,4.162431
9.71666666666667,4.163
9.73333333333333,4.162525
9.75,4.163
9.76666666666667,4.163
9.78333333333333,4.163
9.8,4.163
9.81666666666667,4.162
9.83333333333333,4.162599
9.85,4.162
9.86666666666667,4.162
9.88333333333333,4.163
9.9,4.163
9.91666666666667,4.163
9.93333333333333,4.162715
9.95,4.163
9.96666666666667,4.16225
9.98333333333333,4.163
10,4.162
10.0166666666667,4.162799
10.0333333333333,4.162
10.05,4.162167
10.0666666666667,4.163
10.0833333333333,4.162125
10.1,4.16289
10.1166666666667,4.162906
10.1333333333333,4.163
10.15,4.162945
10.1666666666667,4.162
10.1833333333333,4.162016
10.2,4.162
10.2166666666667,4.163
10.2333333333333,4.162
10.25,4.162
10.2666666666667,4.162087
10.2833333333333,4.162
10.3,4.162127
10.3166666666667,4.162145
10.3333333333333,4.162
10.35,4.162
10.3666666666667,4.162
10.3833333333333,4.162772
10.4,4.162
10.4166666666667,4.162
10.4333333333333,4.162
10.45,4.162
10.4666666666667,4.162317
10.4833333333333,4.162
10.5,4.162
10.5166666666667,4.162
10.5333333333333,4.162
10.55,4.162419
10.5666666666667,4.162
10.5833333333333,4.162
10.6,4.162
10.6166666666667,4.162
10.6333333333333,4.162
10.65,4.162
10.6666666666667,4.162
10.6833333333333,4.162
10.7,4.162
10.7166666666667,4.162
10.7333333333333,4.162
10.75,4.162
10.7666666666667,4.162
10.7833333333333,4.162
10.8,4.162
10.8166666666667,4.162
10.8333333333333,4.162
10.85,4.162
10.8666666666667,4.161786
10.8833333333333,4.162
10.9,4.162
10.9166666666667,4.162
10.9333333333333,4.162
10.95,4.162
10.9666666666667,4.162
10.9833333333333,4.162
11,4.162
11.0166666666667,4.162955
11.0333333333333,4.162
11.05,4.162
11.0666666666667,4.162
11.0833333333333,4.162
11.1,4.162
11.1166666666667,4.162
11.1333333333333,4.162
11.15,4.162
11.1666666666667,4.162126
11.1833333333333,4.162
11.2,4.162
11.2166666666667,4.162
11.2333333333333,4.162
11.25,4.162
11.2666666666667,4.162
11.2833333333333,4.162
11.3,4.162
11.3166666666667,4.162
11.3333333333333,4.162
11.35,4.162
11.3666666666667,4.162
11.3833333333333,4.162
11.4,4.162
11.4166666666667,4.162
11.4333333333333,4.162
11.45,4.162
11.4666666666667,4.162
11.4833333333333,4.162
11.5,4.162
11.5166666666667,4.162
11.5333333333333,4.162
11.55,4.162
11.5666666666667,4.162
11.5833333333333,4.162
11.6,4.162
11.6166666666667,4.162
11.6333333333333,4.162
11.65,4.162
11.6666666666667,4.162
11.6833333333333,4.162
11.7,4.162
11.7166666666667,4.162
11.7333333333333,4.162
11.75,4.162
11.7666666666667,4.162
11.7833333333333,4.162
11.8,4.162
11.8166666666667,4.162
11.8333333333333,4.162
11.85,4.162
11.8666666666667,4.162
11.8833333333333,4.162
11.9,4.162
11.9166666666667,4.162
11.9333333333333,4.162
11.95,4.162
11.9666666666667,4.162
11.9833333333333,4.162
12,4.162
12.0166666666667,4.162
12.0333333333333,4.162
12.05,4.162
12.0666666666667,4.162
12.0833333333333,4.162
12.1,4.162
12.1166666666667,4.162
12.1333333333333,4.162
12.15,4.162
12.1666666666667,4.162
12.1833333333333,4.162
12.2,4.162
