Timestamp [h],BATT_002_OCV_V_00-SOC,BATT_002_OCV_V_50-SOC,BATT_002_OCV_V_60-SOC
13.4166666666667,2.976,3.294,3.295
13.4333333333333,2.976,3.294,3.295
13.45,2.976,3.293,3.295
13.4666666666667,2.976,3.294,3.295
13.4833333333333,2.976,3.294,3.295
13.5,2.976,3.293,3.295
13.5166666666667,2.976,3.294,3.295
13.5333333333333,2.976,3.294,3.295
13.55,2.976,3.294,3.295
13.5666666666667,2.976,3.294,3.295
13.5833333333333,2.976,3.294,3.295
13.6,2.976,3.294,3.295
13.6166666666667,2.976,3.294,3.295
13.6333333333333,2.976,3.294,3.295
13.65,2.976,3.294,3.295
13.6666666666667,2.97613,3.294,3.295
13.6833333333333,2.976,3.294,3.295
13.7,2.976832,3.294,3.295
13.7166666666667,2.976807,3.294,3.295
13.7333333333333,2.976216,3.294,3.295
13.75,2.976241,3.294,3.295
13.7666666666667,2.976737,3.294,3.295
13.7833333333333,2.976713,3.293,3.295
13.8,2.977,3.294,3.295
13.8166666666667,2.977,3.294,3.295
13.8333333333333,2.976344,3.294,3.295
13.85,2.977,3.294,3.296
13.8666666666667,2.977,3.294,3.295
13.8833333333333,2.977,3.294,3.295
13.9,2.977,3.294,3.295
13.9166666666667,2.977,3.294,3.295
13.9333333333333,2.977,3.294,3.295
13.95,2.977,3.293,3.295
13.9666666666667,2.977,3.294,3.295
13.9833333333333,2.977,3.294,3.295
14,2.977,3.294,3.295
14.0166666666667,2.977,3.294,3.295
14.0333333333333,2.977,3.294,3.295
14.05,2.977403,3.294,3.295
14.0666666666667,2.977,3.294,3.295
14.0833333333333,2.977364,3.294,3.295
14.1,2.977,3.294,3.295
14.1166666666667,2.977323,3.294,3.295
14.1333333333333,2.977305,3.294,3.295
14.15,2.977,3.294,3.295
14.1666666666667,2.978,3.294,3.295
14.1833333333333,2.977,3.294,3.295
14.2,2.978,3.294,3.295
14.2166666666667,2.977787,3.294,3.295
14.2333333333333,2.977199,3.294,3.295
14.25,2.978,3.294,3.295
14.2666666666667,2.978,3.294,3.295
14.2833333333333,2.978,3.294,3.295
14.3,2.978,3.294,3.295
14.3166666666667,2.978,3.294,3.295
14.3333333333333,2.978,3.294,3.295
14.35,2.978,3.294,3.295
14.3666666666667,2.978,3.294,3.295
14.3833333333333,2.978,3.294,3.295
14.4,2.978,3.294,3.295
14.4166666666667,2.978,3.294,3.295
14.4333333333333,2.978,3.294,3.295
14.45,2.978,3.294,3.295
14.4666666666667,2.978913,3.294,3.295
14.4833333333333,2.978,3.294,3.295
14.5,2.978,3.294,3.295
14.5166666666667,2.97815,3.294,3.295
14.5333333333333,2.978,3.294,3.296
14.55,2.978,3.294,3.295
14.5666666666667,2.978,3.294,3.295
14.5833333333333,2.978,3.294,3.295
14.6,2.978754,3.294,3.295
14.6166666666667,2.978,3.294,3.295
14.6333333333333,2.978,3.294,3.295
14.65,2.978308,3.294,3.295
14.6666666666667,2.978667,3.294,3.295
14.6833333333333,2.978,3.294,3.295
14.7,2.978,3.294,3.295
14.7166666666667,2.978,3.293,3.295
14.7333333333333,2.978,3.294,3.295
14.75,2.978,3.294,3.295
14.7666666666667,2.978,3.294,3.295
14.7833333333333,2.977481,3.294,3.295
14.8,2.978,3.294,3.295
14.8166666666667,2.978,3.294,3.295
14.8333333333333,2.978,3.294,3.295
14.85,2.978434,3.294,3.295
14.8666666666667,2.978,3.294,3.295
14.8833333333333,2.978,3.294,3.295
14.9,2.978,3.294,3.295
14.9166666666667,2.978,3.294,3.295
14.9333333333333,2.978,3.294,3.295
14.95,2.978,3.294,3.295
14.9666666666667,2.978,3.293,3.296
14.9833333333333,2.977265,3.294,3.295
15,2.978,3.294,3.296
15.0166666666667,2.978,3.294,3.295
15.0333333333333,2.978,3.294,3.295
15.05,2.978,3.294,3.295
15.0666666666667,2.977155,3.294,3.295
15.0833333333333,2.978,3.294,3.295
15.1,2.978,3.294,3.295
15.1166666666667,2.978,3.294,3.295
15.1333333333333,2.978,3.294,3.295
15.15,2.978,3.294,3.295
15.1666666666667,2.978,3.294,3.295
15.1833333333333,2.978,3.294,3.295
15.2,2.978,3.294,3.295
15.2166666666667,2.978,3.294,3.295
15.2333333333333,2.978,3.293,3.295
15.25,2.978,3.294,3.295
15.2666666666667,2.978,3.294,3.295
15.2833333333333,2.978,3.294,3.295
15.3,2.978,3.294,3.295
15.3166666666667,2.978,3.294,3.295
15.3333333333333,2.978,3.293,3.296
15.35,2.978,3.294,3.295
15.3666666666667,2.978,3.294,3.295
15.3833333333333,2.978,3.294,3.295
15.4,2.978,3.294,3.295
15.4166666666667,2.978,3.293,3.295
15.4333333333333,2.978,3.294,3.295
15.45,2.978,3.294,3.295
15.4666666666667,2.978,3.294,3.295
15.4833333333333,2.978,3.294,3.295
15.5,2.978,3.294,3.295
15.5166666666667,2.978,3.293,3.295
15.5333333333333,2.978,3.294,3.295
15.55,2.978457,3.294,3.296
15.5666666666667,2.978,3.294,3.295
15.5833333333333,2.978492,3.294,3.295
15.6,2.978,3.294,3.295
15.6166666666667,2.978449,3.294,3.295
15.6333333333333,2.978,3.294,3.295
15.65,2.978,3.294,3.295
15.6666666666667,2.978388,3.294,3.295
15.6833333333333,2.979,3.294,3.295
15.7,2.978347,3.294,3.295
15.7166666666667,2.979,3.294,3.295
15.7333333333333,2.978302,3.294,3.295
15.75,2.978,3.294,3.295
15.7666666666667,2.978256,3.294,3.295
15.7833333333333,2.978762,3.294,3.295
15.8,2.979,3.294,3.295
15.8166666666667,2.978201,3.294,3.295
15.8333333333333,2.978828,3.294,3.296
15.85,2.979,3.294,3.295
15.8666666666667,2.979,3.294,3.296
15.8833333333333,2.978116,3.294,3.295
15.9,2.979,3.294,3.295
15.9166666666667,2.979,3.294,3.296
15.9333333333333,2.979,3.294,3.295
15.95,2.979,3.294,3.295
15.9666666666667,2.97902,3.294,3.295
15.9833333333333,2.979997,3.294,3.295
16,2.979018,3.294,3.295
16.0166666666667,2.979034,3.294,3.295
16.0333333333333,2.98,3.294,3.295
16.05,2.98,3.294,3.295
16.0666666666667,2.98,3.294,3.295
16.0833333333333,2.98,3.294,3.295
16.1,2.98,3.294,3.295
16.1166666666667,2.980154,3.293,3.295
16.1333333333333,2.980828,3.294,3.295
16.15,2.980806,3.294,3.295
16.1666666666667,2.980215,3.294,3.295
16.1833333333333,2.981,3.294,3.295
16.2,2.98,3.294,3.295
16.2166666666667,2.981,3.293,3.295
16.2333333333333,2.981,3.294,3.295
16.25,2.981,3.294,3.295
16.2666666666667,2.981,3.294,3.295
16.2833333333333,2.981,3.294,3.295
16.3,2.981,3.294,3.295
16.3166666666667,2.981,3.293,3.295
16.3333333333333,2.981,3.294,3.295
16.35,2.981,3.294,3.295
16.3666666666667,2.981519,3.294,3.295
16.3833333333333,2.9815,3.294,3.295
16.4,2.981,3.294,3.295
16.4166666666667,2.981462,3.294,3.295
16.4333333333333,2.981441,3.294,3.295
16.45,2.981424,3.294,3.295
16.4666666666667,2.981601,3.294,3.295
16.4833333333333,2.981619,3.294,3.295
16.5,2.982,3.294,3.295
16.5166666666667,2.982,3.294,3.295
16.5333333333333,2.982,3.294,3.295
16.55,2.982,3.294,3.295
16.5666666666667,2.982,3.294,3.295
16.5833333333333,2.982,3.294,3.295
16.6,2.982,3.294,3.295
16.6166666666667,2.982,3.294,3.295
16.6333333333333,2.982,3.294,3.295
16.65,2.982,3.294,3.295
16.6666666666667,2.982,3.294,3.295
16.6833333333333,2.982857,3.294,3.295
16.7,2.982876,3.294,3.295
16.7166666666667,2.982103,3.294,3.295
16.7333333333333,2.982084,3.294,3.295
16.75,2.982934,3.294,3.295
16.7666666666667,2.982,3.294,3.295
16.7833333333333,2.982975,3.294,3.295
16.8,2.983,3.294,3.295
16.8166666666667,2.982024,3.294,3.295
16.8333333333333,2.983,3.294,3.295
16.85,2.983,3.294,3.295
16.8666666666667,2.983,3.294,3.295
16.8833333333333,2.983,3.294,3.295
16.9,2.983,3.294,3.295
16.9166666666667,2.983,3.294,3.295
16.9333333333333,2.983,3.294,3.295
16.95,2.983,3.294,3.295
16.9666666666667,2.983,3.294,3.295
16.9833333333333,2.983,3.294,3.295
17,2.983,3.294,3.295
17.0166666666667,2.983,3.294,3.295
17.0333333333333,2.983,3.294,3.295
17.05,2.983,3.294,3.295
17.0666666666667,2.983,3.294,3.295
17.0833333333333,2.983,3.294,3.295
17.1,2.983,3.294,3.295
17.1166666666667,2.983,3.294,3.295
17.1333333333333,2.983,3.294,3.295
17.15,2.983594,3.293,3.295
17.1666666666667,2.983426,3.294,3.295
17.1833333333333,2.983,3.294,3.295
17.2,2.984,3.294,3.295
17.2166666666667,2.983504,3.294,3.295
17.2333333333333,2.983,3.294,3.295
17.25,2.984,3.294,3.295
17.2666666666667,2.984,3.294,3.295
17.2833333333333,2.984,3.294,3.295
17.3,2.9834,3.294,3.295
17.3166666666667,2.983622,3.294,3.295
17.3333333333333,2.984,3.294,3.295
17.35,2.984,3.294,3.295
17.3666666666667,2.984,3.294,3.295
17.3833333333333,2.984,3.294,3.295
17.4,2.984,3.294,3.295
17.4166666666667,2.984,3.294,3.295
17.4333333333333,2.984,3.294,3.295
17.45,2.984,3.294,3.295
17.4666666666667,2.984,3.294,3.295
17.4833333333333,2.984,3.294,3.295
17.5,2.984,3.294,3.295
17.5166666666667,2.984131,3.294,3.295
17.5333333333333,2.984,3.294,3.295
17.55,2.984,3.294,3.295
17.5666666666667,2.984927,3.294,3.295
17.5833333333333,2.984052,3.294,3.295
17.6,2.984,3.294,3.295
17.6166666666667,2.984,3.294,3.295
17.6333333333333,2.984,3.294,3.295
17.65,2.984024,3.294,3.295
17.6666666666667,2.984946,3.294,3.295
17.6833333333333,2.984077,3.294,3.295
17.7,2.985,3.294,3.295
17.7166666666667,2.984882,3.294,3.295
17.7333333333333,2.985,3.294,3.295
17.75,2.985,3.294,3.295
17.7666666666667,2.984185,3.294,3.295
17.7833333333333,2.984794,3.294,3.295
17.8,2.985,3.294,3.295
17.8166666666667,2.984753,3.294,3.295
17.8333333333333,2.985,3.295,3.295
17.85,2.985,3.294,3.295
17.8666666666667,2.985,3.294,3.295
17.8833333333333,2.985,3.294,3.295
17.9,2.985,3.294,3.295
17.9166666666667,2.985,3.294,3.295
17.9333333333333,2.985,3.293,3.295
17.95,2.985,3.294,3.295
17.9666666666667,2.985,3.294,3.295
17.9833333333333,2.985,3.294,3.295
18,2.985,3.294,3.295
18.0166666666667,2.985,3.294,3.295
18.0333333333333,2.985,3.294,3.295
18.05,2.985,3.294,3.295
18.0666666666667,2.985,3.294,3.295
18.0833333333333,2.985,3.294,3.295
18.1,2.985,3.294,3.295
18.1166666666667,2.986,3.294,3.295
18.1333333333333,2.985,3.294,3.295
18.15,2.985338,3.294,3.295
18.1666666666667,2.985,3.294,3.295
18.1833333333333,2.985283,3.294,3.295
18.2,2.985739,3.294,3.295
18.2166666666667,2.985,3.294,3.295
18.2333333333333,2.986,3.294,3.295
18.25,2.985,3.294,3.295
18.2666666666667,2.985831,3.294,3.295
18.2833333333333,2.986,3.294,3.295
18.3,2.985131,3.294,3.295
18.3166666666667,2.986,3.294,3.295
18.3333333333333,2.986,3.294,3.295
18.35,2.986,3.294,3.295
18.3666666666667,2.986,3.294,3.295
18.3833333333333,2.986,3.294,3.295
18.4,2.986,3.294,3.295
18.4166666666667,2.986,3.294,3.295
18.4333333333333,2.986,3.294,3.295
18.45,2.986,3.294,3.295
18.4666666666667,2.986,3.294,3.295
18.4833333333333,2.986,3.294,3.295
18.5,2.986,3.294,3.295
18.5166666666667,2.986,3.294,3.295
18.5333333333333,2.986,3.294,3.295
18.55,2.986,3.294,3.295
18.5666666666667,2.986,3.294,3.295
18.5833333333333,2.986,3.294,3.295
18.6,2.986744,3.294,3.295
18.6166666666667,2.986,3.294,3.295
18.6333333333333,2.986,3.294,3.295
18.65,2.986,3.294,3.295
18.6666666666667,2.986,3.294,3.295
18.6833333333333,2.986367,3.294,3.295
18.7,2.986,3.294,3.295
18.7166666666667,2.987,3.294,3.295
18.7333333333333,2.986565,3.294,3.295
18.75,2.987,3.293,3.295
18.7666666666667,2.986521,3.294,3.295
18.7833333333333,2.986502,3.294,3.295
18.8,2.987,3.294,3.295
18.8166666666667,2.987,3.294,3.295
18.8333333333333,2.986431,3.294,3.295
18.85,2.986407,3.294,3.295
18.8666666666667,2.987,3.294,3.295
18.8833333333333,2.987,3.294,3.295
18.9,2.987,3.294,3.295
18.9166666666667,2.987,3.294,3.295
18.9333333333333,2.986716,3.294,3.295
18.95,2.987,3.294,3.295
18.9666666666667,2.987,3.294,3.295
18.9833333333333,2.987,3.294,3.295
19,2.987,3.294,3.295
19.0166666666667,2.987,3.294,3.295
19.0333333333333,2.987,3.294,3.295
19.05,2.987,3.294,3.295
19.0666666666667,2.987,3.294,3.295
19.0833333333333,2.987,3.294,3.295
19.1,2.987,3.294,3.295
19.1166666666667,2.987,3.294,3.295
19.1333333333333,2.987,3.294,3.295
19.15,2.987,3.294,3.295
19.1666666666667,2.987,3.294,3.295
19.1833333333333,2.987,3.294,3.295
19.2,2.987,3.294,3.295
19.2166666666667,2.987,3.294,3.295
19.2333333333333,2.987,3.294,3.295
19.25,2.987866,3.294,3.295
19.2666666666667,2.987844,3.294,3.295
19.2833333333333,2.987,3.294,3.295
19.3,2.987,3.294,3.295
19.3166666666667,2.987,3.294,3.295
19.3333333333333,2.988,3.294,3.295
19.35,2.987,3.294,3.295
19.3666666666667,2.987293,3.294,3.295
19.3833333333333,2.988,3.294,3.295
19.4,2.988,3.294,3.295
19.4166666666667,2.988,3.294,3.295
19.4333333333333,2.988,3.293,3.295
19.45,2.987393,3.294,3.295
19.4666666666667,2.988,3.294,3.295
19.4833333333333,2.988,3.294,3.295
19.5,2.987457,3.294,3.295
19.5166666666667,2.988,3.294,3.295
