Timestamp_1 [h],BATT_006_CC1 [V],Timestamp_2 [h],BATT_006_CC2 [V],Timestamp_3 [h],BATT_006_CC3 [V]
0,2.952,0,2.962,0,2.463
0.000275934166666667,2.952,0.000228141944444444,2.962,0.000223353888888889,2.667
0.000553815833333333,2.952,0.000506048611111111,2.962,0.000500902777777778,2.748
0.0008314425,2.952,0.000783623888888889,3.074,0.000779041944444444,2.341
0.00110951777777778,2.952,0.00106165833333333,3.084,0.001056975,2.269
0.0013873775,2.952,0.00133957527777778,3.095,0.00133506416666667,2.218
0.00166513166666667,2.942,0.00161768388888889,3.095,0.00161285083333333,2.198
0.00194310611111111,3.044,0.00189514833333333,3.105,0.00189066666666667,2.167
0.00222105944444444,3.054,0.00217279944444444,3.115,0.00216821944444444,2.616
0.00249909722222222,3.074,0.00245094805555556,3.115,0.00244669027777778,2.646
0.0027768725,3.074,0.00272861055555556,3.115,0.00272425444444444,2.667
0.00305463777777778,3.084,0.00300647416666667,3.125,0.00300243861111111,2.687
0.00333232527777778,3.084,0.0032847175,3.125,0.00328024944444444,2.697
0.00361024972222222,3.095,0.00356240888888889,3.125,0.00355809194444444,2.707
0.00388798666666667,3.095,0.0038403875,3.135,0.00383563138888889,2.718
0.00416547888888889,3.095,0.00411819027777778,3.135,0.00411358527777778,2.728
0.00444313555555556,3.105,0.00439582111111111,3.135,0.00439182388888889,2.738
0.00472141472222222,3.105,0.004673635,3.135,0.00466961916666667,2.748
0.00499955916666667,3.115,0.00495166611111111,3.146,0.00494721527777778,2.758
0.00527720138888889,3.115,0.00522919944444444,3.146,0.00522486277777778,2.758
0.00555505277777778,3.115,0.00550729,3.146,0.00550293277777778,2.769
0.00583337833333333,3.125,0.00578527638888889,3.156,0.00578106222222222,2.779
0.00611138305555556,3.125,0.00606321222222222,3.156,0.00605890805555556,2.789
0.00638917555555556,3.125,0.00634100111111111,3.156,0.00633683361111111,2.789
0.00666703833333333,3.125,0.006618745,3.156,0.00661471,2.799
0.00694502444444444,3.135,0.00689666722222222,3.166,0.00689263222222222,2.809
0.00722285722222222,3.135,0.00717452666666667,3.166,0.00717007916666667,2.809
0.00750053611111111,3.135,0.0074527625,3.166,0.00744833277777778,2.809
0.00777840777777778,3.135,0.00773062833333333,3.166,0.00772580027777778,2.83
0.008056685,3.146,0.00800867555555556,3.166,0.00800372722222222,2.83
0.00833419138888889,3.146,0.00828649638888889,3.166,0.00828136611111111,2.84
0.00861214138888889,3.156,0.00856436333333333,3.176,0.00855916305555555,2.84
0.00888986527777778,3.156,0.008842285,3.176,0.00883709138888889,2.85
0.00916801,3.156,0.00911995583333333,3.176,0.00911483527777778,2.85
0.00944581666666667,3.156,0.00939766611111111,3.176,0.00939276722222222,2.86
0.0097234325,3.156,0.00967562111111111,3.176,0.00967062777777778,2.86
0.0100014583333333,3.166,0.00995357805555556,3.186,0.00994840666666667,2.87
0.01027903,3.166,0.0102310791666667,3.186,0.0102264919444444,2.881
0.0105572061111111,3.166,0.0105088227777778,3.186,0.0105043719444444,2.881
0.0108349038888889,3.166,0.0107868947222222,3.186,0.0107822458333333,2.891
0.0111127130555556,3.166,0.0110651883333333,3.197,0.0110595983333333,2.891
0.0113902572222222,3.166,0.0113435505555556,3.186,0.0113374327777778,2.901
0.0116679358333333,3.176,0.0116212686111111,3.197,0.0116151519444444,2.901
0.0119464486111111,3.176,0.01189895,3.197,0.0118934847222222,2.911
0.0122241,3.176,0.0121767375,3.197,0.0121716386111111,2.911
0.0125016727777778,3.176,0.0124550127777778,3.197,0.0124491788888889,2.921
0.0127795208333333,3.186,0.0127324158333333,3.207,0.0127270680555556,2.921
0.0130574655555556,3.186,0.0130103788888889,3.207,0.0130050138888889,2.921
0.0133354488888889,3.186,0.0132882025,3.207,0.0132825969444444,2.932
0.0136132661111111,3.186,0.0135660502777778,3.217,0.0135608063888889,2.932
0.0138911794444444,3.186,0.0138435197222222,3.207,0.0138385152777778,2.932
0.014169225,3.197,0.0141215038888889,3.217,0.0141164,2.942
0.0144473688888889,3.197,0.0143992047222222,3.217,0.0143939802777778,2.942
0.0147252613888889,3.197,0.0146772322222222,3.217,0.0146718555555556,2.952
0.0150031744444444,3.197,0.0149548961111111,3.217,0.0149500055555556,2.952
0.0152810933333333,3.197,0.0152329797222222,3.217,0.0152275838888889,2.952
